N pessoas,N máquinas usando agua,Vazão Total,Vazão 1,Vazão 2,Vazão 3,Vazamento,Normal,,,Tempo de simulação em segundos,Horário,,,Inicio expedianete,Fim expediente,Meio expediete
48,4,2.13,0.65,0.84,0.64,0,1,,,41580,11:33:00,,,,,
47,3,2.06,0.75,0.68,0.63,0,1,,,41610,11:33:30,,,,,
48,2,2.06,0.79,0.60,0.68,0,1,,,41640,11:34:00,,,,,
47,0,1.76,0.57,0.66,0.53,0,1,,,41670,11:34:30,,,,,
46,3,2.11,0.58,0.83,0.71,0,1,,,41700,11:35:00,,,,,
46,4,1.90,0.67,0.61,0.63,0,1,,,41730,11:35:30,,,,,
46,0,1.83,0.75,0.59,0.49,0,1,,,41760,11:36:00,,,,,
45,2,1.81,0.58,0.57,0.67,0,1,,,41790,11:36:30,,,,,
45,1,1.84,0.58,0.77,0.49,0,1,,,41820,11:37:00,,,,,
45,2,2.03,0.70,0.68,0.65,0,1,,,41850,11:37:30,,,,,
45,0,1.91,0.59,0.68,0.63,0,1,,,41880,11:38:00,,,,,
45,2,1.94,0.64,0.66,0.64,0,1,,,41910,11:38:30,,,,,
46,5,2.27,0.81,0.75,0.71,0,1,,,41940,11:39:00,,,,,
46,0,1.82,0.68,0.46,0.68,0,1,,,41970,11:39:30,,,,,
46,5,2.38,0.88,0.63,0.88,0,1,,,42000,11:40:00,,,,,
47,1,1.95,0.54,0.71,0.70,0,1,,,42030,11:40:30,,,,,
46,1,1.88,0.57,0.54,0.77,0,1,,,42060,11:41:00,,,,,
46,3,1.80,0.65,0.56,0.58,0,1,,,42090,11:41:30,,,,,
47,0,1.80,0.55,0.72,0.52,0,1,,,42120,11:42:00,,,,,
46,5,2.38,0.89,0.73,0.76,0,1,,,42150,11:42:30,,,,,
45,1,1.80,0.59,0.72,0.49,0,1,,,42180,11:43:00,,,,,
45,4,2.07,0.62,0.75,0.70,0,1,,,42210,11:43:30,,,,,
44,3,1.84,0.70,0.59,0.55,0,1,,,42240,11:44:00,,,,,
43,4,2.23,0.71,0.66,0.85,0,1,,,42270,11:44:30,,,,,
42,3,1.86,0.64,0.58,0.64,0,1,,,42300,11:45:00,,,,,
42,2,1.80,0.57,0.65,0.58,0,1,,,42330,11:45:30,,,,,
42,1,1.74,0.51,0.71,0.51,0,1,,,42360,11:46:00,,,,,
43,5,2.08,0.80,0.68,0.61,0,1,,,42390,11:46:30,,,,,
42,2,1.76,0.49,0.55,0.73,0,1,,,42420,11:47:00,,,,,
42,1,1.72,0.46,0.61,0.65,0,1,,,42450,11:47:30,,,,,
43,5,2.31,0.80,0.60,0.92,0,1,,,42480,11:48:00,,,,,
43,1,1.75,0.66,0.49,0.60,0,1,,,42510,11:48:30,,,,,
43,2,1.85,0.73,0.62,0.51,0,1,,,42540,11:49:00,,,,,
44,0,1.60,0.49,0.45,0.65,0,1,,,42570,11:49:30,,,,,
43,3,1.77,0.55,0.56,0.66,0,1,,,42600,11:50:00,,,,,
44,1,1.71,0.55,0.56,0.61,0,1,,,42630,11:50:30,,,,,
45,5,2.01,0.71,0.72,0.58,0,1,,,42660,11:51:00,,,,,
44,3,1.94,0.69,0.53,0.71,0,1,,,42690,11:51:30,,,,,
44,5,2.08,0.80,0.61,0.68,0,1,,,42720,11:52:00,,,,,
44,3,2.00,0.73,0.67,0.60,0,1,,,42750,11:52:30,,,,,
45,1,1.84,0.50,0.76,0.58,0,1,,,42780,11:53:00,,,,,
44,5,2.07,0.65,0.75,0.67,0,1,,,42810,11:53:30,,,,,
44,2,2.00,0.69,0.69,0.62,0,1,,,42840,11:54:00,,,,,
44,4,2.13,0.65,0.88,0.61,0,1,,,42870,11:54:30,,,,,
45,0,1.75,0.67,0.48,0.59,0,1,,,42900,11:55:00,,,,,
46,4,2.17,0.78,0.59,0.81,0,1,,,42930,11:55:30,,,,,
47,3,1.92,0.71,0.60,0.61,0,1,,,42960,11:56:00,,,,,
46,2,1.97,0.56,0.77,0.64,0,1,,,42990,11:56:30,,,,,
47,5,2.10,0.67,0.71,0.72,0,1,,,43020,11:57:00,,,,,
47,2,2.04,0.60,0.84,0.60,0,1,,,43050,11:57:30,,,,,
47,0,1.63,0.55,0.53,0.56,0,1,,,43080,11:58:00,,,,,
47,2,2.30,0.71,0.81,0.79,0,1,,,43110,11:58:30,,,,,
48,5,2.56,0.90,0.91,0.75,0,1,,,43140,11:59:00,,,,,
47,3,2.15,0.64,0.85,0.65,0,1,,,43170,11:59:30,,,,,
46,3,2.13,0.57,0.76,0.80,0,1,,,43200,12:00:00,,,,,
46,1,2.20,0.76,0.66,0.78,0,1,,,43230,12:00:30,,,,,
46,5,2.27,0.90,0.59,0.79,0,1,,,43260,12:01:00,,,,,
46,3,1.92,0.58,0.65,0.69,0,1,,,43290,12:01:30,,,,,
46,2,1.75,0.60,0.54,0.62,0,1,,,43320,12:02:00,,,,,
45,2,1.90,0.71,0.60,0.59,0,1,,,43350,12:02:30,,,,,
44,2,2.06,0.71,0.78,0.57,0,1,,,43380,12:03:00,,,,,
44,3,2.05,0.78,0.59,0.68,0,1,,,43410,12:03:30,,,,,
44,1,1.92,0.57,0.63,0.72,0,1,,,43440,12:04:00,,,,,
44,4,2.01,0.61,0.82,0.58,0,1,,,43470,12:04:30,,,,,
44,1,1.96,0.48,0.73,0.75,0,1,,,43500,12:05:00,,,,,
45,4,1.92,0.56,0.64,0.72,0,1,,,43530,12:05:30,,,,,
44,0,1.58,0.48,0.58,0.52,0,1,,,43560,12:06:00,,,,,
45,1,1.59,0.52,0.49,0.59,0,1,,,43590,12:06:30,,,,,
46,0,1.68,0.48,0.63,0.56,0,1,,,43620,12:07:00,,,,,
47,0,1.73,0.66,0.56,0.51,0,1,,,43650,12:07:30,,,,,
48,3,2.04,0.81,0.62,0.61,0,1,,,43680,12:08:00,,,,,
49,0,2.03,0.82,0.52,0.70,0,1,,,43710,12:08:30,,,,,
50,5,2.26,0.76,0.78,0.72,0,1,,,43740,12:09:00,,,,,
50,1,1.75,0.54,0.56,0.65,0,1,,,43770,12:09:30,,,,,
50,1,1.92,0.53,0.84,0.56,0,1,,,43800,12:10:00,,,,,
50,0,2.00,0.65,0.75,0.60,0,1,,,43830,12:10:30,,,,,
50,4,2.50,0.91,0.78,0.81,0,1,,,43860,12:11:00,,,,,
51,2,2.20,0.84,0.61,0.75,0,1,,,43890,12:11:30,,,,,
52,4,2.43,0.79,0.79,0.85,0,1,,,43920,12:12:00,,,,,
52,1,2.30,0.57,0.88,0.85,0,1,,,43950,12:12:30,,,,,
51,0,1.76,0.61,0.58,0.57,0,1,,,43980,12:13:00,,,,,
51,4,2.43,0.98,0.62,0.82,0,1,,,44010,12:13:30,,,,,
51,1,1.80,0.55,0.55,0.69,0,1,,,44040,12:14:00,,,,,
52,5,2.54,0.76,0.93,0.84,0,1,,,44070,12:14:30,,,,,
51,4,2.60,0.98,0.82,0.80,0,1,,,44100,12:15:00,,,,,
50,4,2.18,0.64,0.85,0.69,0,1,,,44130,12:15:30,,,,,
51,3,2.11,0.68,0.66,0.78,0,1,,,44160,12:16:00,,,,,
50,4,2.33,0.93,0.70,0.70,0,1,,,44190,12:16:30,,,,,
50,4,2.21,0.71,0.81,0.69,0,1,,,44220,12:17:00,,,,,
51,1,2.17,0.88,0.71,0.57,0,1,,,44250,12:17:30,,,,,
51,5,2.54,0.86,0.71,0.98,0,1,,,44280,12:18:00,,,,,
51,5,2.37,0.89,0.81,0.66,0,1,,,44310,12:18:30,,,,,
51,0,1.88,0.60,0.63,0.65,0,1,,,44340,12:19:00,,,,,
51,1,2.13,0.71,0.80,0.62,0,1,,,44370,12:19:30,,,,,
50,5,2.29,0.72,0.85,0.72,0,1,,,44400,12:20:00,,,,,
50,4,2.43,0.84,0.66,0.93,0,1,,,44430,12:20:30,,,,,
49,4,2.12,0.65,0.74,0.73,0,1,,,44460,12:21:00,,,,,
49,1,1.89,0.59,0.63,0.67,0,1,,,44490,12:21:30,,,,,
50,4,2.14,0.63,0.79,0.73,0,1,,,44520,12:22:00,,,,,
50,1,2.23,0.84,0.54,0.86,0,1,,,44550,12:22:30,,,,,
51,0,1.58,0.54,0.53,0.52,0,1,,,44580,12:23:00,,,,,
51,3,2.27,0.69,0.77,0.80,0,1,,,44610,12:23:30,,,,,
52,2,1.89,0.64,0.66,0.60,0,1,,,44640,12:24:00,,,,,
52,1,2.20,0.89,0.63,0.68,0,1,,,44670,12:24:30,,,,,
53,4,2.38,0.69,0.82,0.87,0,1,,,44700,12:25:00,,,,,
53,2,2.36,0.78,0.75,0.83,0,1,,,44730,12:25:30,,,,,
54,2,1.99,0.63,0.70,0.66,0,1,,,44760,12:26:00,,,,,
55,0,1.80,0.56,0.59,0.65,0,1,,,44790,12:26:30,,,,,
55,0,2.11,0.67,0.63,0.81,0,1,,,44820,12:27:00,,,,,
54,5,2.81,0.90,0.98,0.92,0,1,,,44850,12:27:30,,,,,
55,3,2.12,0.67,0.82,0.63,0,1,,,44880,12:28:00,,,,,
56,2,2.35,0.98,0.65,0.72,0,1,,,44910,12:28:30,,,,,
56,0,2.08,0.77,0.58,0.73,0,1,,,44940,12:29:00,,,,,
57,0,2.18,0.79,0.72,0.67,0,1,,,44970,12:29:30,,,,,
57,4,2.48,0.97,0.69,0.82,0,1,,,45000,12:30:00,,,,,
58,4,2.39,0.71,0.79,0.88,0,1,,,45030,12:30:30,,,,,
58,4,2.31,0.71,0.78,0.82,0,1,,,45060,12:31:00,,,,,
58,2,2.32,0.68,0.93,0.71,0,1,,,45090,12:31:30,,,,,
58,3,2.58,0.89,1.00,0.69,0,1,,,45120,12:32:00,,,,,
59,3,2.42,0.78,0.89,0.75,0,1,,,45150,12:32:30,,,,,
59,1,2.03,0.63,0.77,0.63,0,1,,,45180,12:33:00,,,,,
59,0,2.23,0.67,0.88,0.68,0,1,,,45210,12:33:30,,,,,
59,5,2.95,0.92,0.88,1.15,0,1,,,45240,12:34:00,,,,,
59,4,2.58,0.96,0.87,0.76,0,1,,,45270,12:34:30,,,,,
58,5,2.86,0.99,0.96,0.91,0,1,,,45300,12:35:00,,,,,
58,5,3.14,1.02,1.04,1.08,0,1,,,45330,12:35:30,,,,,
58,1,2.33,0.64,0.95,0.75,0,1,,,45360,12:36:00,,,,,
57,0,2.26,0.63,0.77,0.86,0,1,,,45390,12:36:30,,,,,
58,5,3.04,1.12,0.95,0.97,0,1,,,45420,12:37:00,,,,,
58,1,2.19,0.75,0.72,0.72,0,1,,,45450,12:37:30,,,,,
59,2,2.24,0.67,0.81,0.76,0,1,,,45480,12:38:00,,,,,
60,1,2.33,0.69,0.78,0.85,0,1,,,45510,12:38:30,,,,,
61,2,2.29,0.81,0.74,0.73,0,1,,,45540,12:39:00,,,,,
60,4,2.80,1.01,1.01,0.77,0,1,,,45570,12:39:30,,,,,
60,1,2.05,0.65,0.67,0.73,0,1,,,45600,12:40:00,,,,,
60,0,2.11,0.70,0.80,0.61,0,1,,,45630,12:40:30,,,,,
61,2,2.58,0.99,0.90,0.69,0,1,,,45660,12:41:00,,,,,
62,3,3.03,1.11,0.87,1.05,0,1,,,45690,12:41:30,,,,,
63,0,2.28,0.90,0.73,0.64,0,1,,,45720,12:42:00,,,,,
64,5,2.68,0.90,0.90,0.88,0,1,,,45750,12:42:30,,,,,
63,5,2.75,0.87,0.94,0.94,0,1,,,45780,12:43:00,,,,,
63,5,3.12,1.06,1.18,0.88,0,1,,,45810,12:43:30,,,,,
63,4,3.19,1.10,1.09,1.00,0,1,,,45840,12:44:00,,,,,
64,1,2.32,0.85,0.67,0.81,0,1,,,45870,12:44:30,,,,,
65,4,3.18,1.19,0.95,1.05,0,1,,,45900,12:45:00,,,,,
65,1,2.77,0.76,0.98,1.03,0,1,,,45930,12:45:30,,,,,
65,3,2.55,0.75,0.98,0.82,0,1,,,45960,12:46:00,,,,,
66,0,2.77,1.08,0.84,0.86,0,1,,,45990,12:46:30,,,,,
67,5,2.70,0.90,0.85,0.94,0,1,,,46020,12:47:00,,,,,
67,1,2.77,0.72,1.06,0.99,0,1,,,46050,12:47:30,,,,,
67,4,2.86,0.80,0.82,1.23,0,1,,,46080,12:48:00,,,,,
66,4,2.91,0.94,1.06,0.91,0,1,,,46110,12:48:30,,,,,
66,0,2.57,0.80,1.08,0.68,0,1,,,46140,12:49:00,,,,,
66,4,3.47,1.06,1.23,1.19,0,1,,,46170,12:49:30,,,,,
66,3,3.13,1.08,1.14,0.91,0,1,,,46200,12:50:00,,,,,
67,1,2.72,0.92,1.02,0.78,0,1,,,46230,12:50:30,,,,,
66,1,2.57,0.95,0.86,0.75,0,1,,,46260,12:51:00,,,,,
66,4,3.13,1.19,1.14,0.79,0,1,,,46290,12:51:30,,,,,
67,1,2.92,0.76,1.04,1.12,0,1,,,46320,12:52:00,,,,,
67,2,2.63,0.73,1.09,0.80,0,1,,,46350,12:52:30,,,,,
68,2,3.17,0.86,1.11,1.20,0,1,,,46380,12:53:00,,,,,
69,2,2.57,0.88,0.79,0.90,0,1,,,46410,12:53:30,,,,,
70,1,2.73,0.83,1.08,0.83,0,1,,,46440,12:54:00,,,,,
70,2,3.18,1.09,1.16,0.93,0,1,,,46470,12:54:30,,,,,
69,4,3.30,1.11,1.08,1.11,0,1,,,46500,12:55:00,,,,,
68,5,3.14,0.98,1.11,1.05,0,1,,,46530,12:55:30,,,,,
68,0,2.14,0.75,0.69,0.70,0,1,,,46560,12:56:00,,,,,
68,3,3.17,1.20,1.11,0.86,0,1,,,46590,12:56:30,,,,,
69,4,3.07,0.80,1.08,1.19,0,1,,,46620,12:57:00,,,,,
69,0,2.29,0.69,0.75,0.85,0,1,,,46650,12:57:30,,,,,
69,3,3.05,0.87,1.12,1.07,0,1,,,46680,12:58:00,,,,,
69,2,2.50,0.85,0.79,0.86,0,1,,,46710,12:58:30,,,,,
70,1,2.66,0.87,0.76,1.03,0,1,,,46740,12:59:00,,,,,
70,3,3.25,1.27,1.14,0.84,0,1,,,46770,12:59:30,,,,,
71,4,3.15,1.14,1.00,1.01,0,1,,,46800,13:00:00,,,,,
71,4,3.22,1.27,0.92,1.03,0,1,,,46830,13:00:30,,,,,
72,0,2.94,1.09,1.11,0.74,0,1,,,46860,13:01:00,,,,,
72,1,3.20,1.16,1.12,0.93,0,1,,,46890,13:01:30,,,,,
72,2,2.76,0.90,1.01,0.85,0,1,,,46920,13:02:00,,,,,
71,1,3.34,1.00,1.19,1.15,0,1,,,46950,13:02:30,,,,,
71,4,2.83,0.93,0.93,0.98,0,1,,,46980,13:03:00,,,,,
71,3,3.18,1.12,0.87,1.18,0,1,,,47010,13:03:30,,,,,
70,5,3.38,1.19,1.22,0.97,0,1,,,47040,13:04:00,,,,,
71,3,2.62,0.84,0.81,0.97,0,1,,,47070,13:04:30,,,,,
71,4,3.58,1.17,1.09,1.31,0,1,,,47100,13:05:00,,,,,
72,0,2.61,1.07,0.77,0.77,0,1,,,47130,13:05:30,,,,,
71,0,2.46,0.86,0.88,0.73,0,1,,,47160,13:06:00,,,,,
71,3,3.19,1.23,0.97,0.99,0,1,,,47190,13:06:30,,,,,
72,2,2.73,0.86,0.81,1.06,0,1,,,47220,13:07:00,,,,,
72,3,2.89,0.86,1.07,0.96,0,1,,,47250,13:07:30,,,,,
73,0,2.60,0.74,1.09,0.77,0,1,,,47280,13:08:00,,,,,
74,3,2.88,1.04,0.97,0.87,0,1,,,47310,13:08:30,,,,,
75,1,2.95,1.01,0.83,1.11,0,1,,,47340,13:09:00,,,,,
74,3,3.24,1.13,1.00,1.10,0,1,,,47370,13:09:30,,,,,
74,5,3.28,1.15,1.08,1.05,0,1,,,47400,13:10:00,,,,,
74,2,3.17,1.29,1.04,0.83,0,1,,,47430,13:10:30,,,,,
73,0,2.49,0.80,0.82,0.87,0,1,,,47460,13:11:00,,,,,
73,0,2.46,0.79,0.78,0.88,0,1,,,47490,13:11:30,,,,,
73,0,2.79,0.88,1.03,0.88,0,1,,,47520,13:12:00,,,,,
73,3,3.33,1.29,0.94,1.10,0,1,,,47550,13:12:30,,,,,
73,1,3.53,1.25,1.17,1.11,0,1,,,47580,13:13:00,,,,,
73,5,3.24,1.09,1.24,0.90,0,1,,,47610,13:13:30,,,,,
72,5,3.01,0.94,0.89,1.19,0,1,,,47640,13:14:00,,,,,
71,2,2.69,0.96,0.91,0.83,0,1,,,47670,13:14:30,,,,,
71,2,2.91,1.17,0.86,0.87,0,1,,,47700,13:15:00,,,,,
72,0,2.46,0.74,0.79,0.92,0,1,,,47730,13:15:30,,,,,
72,5,3.10,1.11,1.04,0.94,0,1,,,47760,13:16:00,,,,,
72,1,3.12,1.05,0.91,1.15,0,1,,,47790,13:16:30,,,,,
73,5,3.72,1.27,1.29,1.16,0,1,,,47820,13:17:00,,,,,
73,5,3.08,0.93,1.16,1.00,0,1,,,47850,13:17:30,,,,,
73,3,3.09,0.95,0.88,1.25,0,1,,,47880,13:18:00,,,,,
73,1,2.87,0.93,1.17,0.77,0,1,,,47910,13:18:30,,,,,
73,3,2.66,0.87,0.91,0.88,0,1,,,47940,13:19:00,,,,,
73,2,2.84,0.82,1.16,0.86,0,1,,,47970,13:19:30,,,,,
74,5,3.10,0.95,1.26,0.88,0,1,,,48000,13:20:00,,,,,
74,2,3.47,1.14,1.19,1.14,0,1,,,48030,13:20:30,,,,,
74,3,3.47,1.14,1.06,1.27,0,1,,,48060,13:21:00,,,,,
73,5,3.19,1.33,0.92,0.94,0,1,,,48090,13:21:30,,,,,
73,0,3.43,1.09,1.16,1.18,0,1,,,48120,13:22:00,,,,,
73,1,3.09,1.14,0.96,0.99,0,1,,,48150,13:22:30,,,,,
74,1,3.01,0.92,0.98,1.11,0,1,,,48180,13:23:00,,,,,
75,4,3.18,1.09,1.10,1.00,0,1,,,48210,13:23:30,,,,,
76,1,2.78,0.94,0.84,1.00,0,1,,,48240,13:24:00,,,,,
76,5,2.93,0.98,1.00,0.95,0,1,,,48270,13:24:30,,,,,
75,1,3.03,0.90,0.94,1.19,0,1,,,48300,13:25:00,,,,,
75,4,3.71,1.10,1.34,1.27,0,1,,,48330,13:25:30,,,,,
74,4,3.43,0.97,1.20,1.25,0,1,,,48360,13:26:00,,,,,
74,3,2.72,0.92,0.91,0.89,0,1,,,48390,13:26:30,,,,,
73,2,3.28,1.08,1.23,0.97,0,1,,,48420,13:27:00,,,,,
73,3,3.37,1.11,1.28,0.98,0,1,,,48450,13:27:30,,,,,
73,0,2.72,0.82,0.94,0.96,0,1,,,48480,13:28:00,,,,,
73,5,3.52,1.21,0.95,1.36,0,1,,,48510,13:28:30,,,,,
73,0,2.71,0.94,0.74,1.03,0,1,,,48540,13:29:00,,,,,
73,3,3.19,1.01,0.98,1.20,0,1,,,48570,13:29:30,,,,,
73,5,3.34,1.24,1.01,1.08,0,1,,,48600,13:30:00,,,,,
74,0,3.24,1.23,0.94,1.07,0,1,,,48630,13:30:30,,,,,
73,1,3.01,1.09,1.09,0.83,0,1,,,48660,13:31:00,,,,,
74,2,2.67,0.84,1.04,0.80,0,1,,,48690,13:31:30,,,,,
73,0,2.82,0.82,1.11,0.89,0,1,,,48720,13:32:00,,,,,
73,5,3.49,1.24,1.13,1.11,0,1,,,48750,13:32:30,,,,,
73,5,3.14,0.88,1.32,0.94,0,1,,,48780,13:33:00,,,,,
74,4,3.24,0.85,1.33,1.05,0,1,,,48810,13:33:30,,,,,
74,0,3.41,1.09,1.23,1.09,0,1,,,48840,13:34:00,,,,,
74,5,3.49,1.38,1.16,0.95,0,1,,,48870,13:34:30,,,,,
75,0,3.22,1.25,1.21,0.76,0,1,,,48900,13:35:00,,,,,
75,1,2.99,0.94,1.16,0.89,0,1,,,48930,13:35:30,,,,,
76,4,3.36,1.03,0.97,1.36,0,1,,,48960,13:36:00,,,,,
76,5,3.50,1.42,1.06,1.02,0,1,,,48990,13:36:30,,,,,
76,2,2.93,0.84,1.07,1.02,0,1,,,49020,13:37:00,,,,,
76,1,3.10,0.90,1.02,1.17,0,1,,,49050,13:37:30,,,,,
76,0,2.82,1.07,0.96,0.78,0,1,,,49080,13:38:00,,,,,
77,5,3.63,1.06,1.30,1.27,0,1,,,49110,13:38:30,,,,,
77,0,2.88,1.05,0.85,0.97,0,1,,,49140,13:39:00,,,,,
76,0,2.58,0.80,0.83,0.95,0,1,,,49170,13:39:30,,,,,
76,4,3.11,0.92,1.03,1.16,0,1,,,49200,13:40:00,,,,,
76,3,3.32,1.36,1.06,0.91,0,1,,,49230,13:40:30,,,,,
76,2,2.69,0.86,0.91,0.91,0,1,,,49260,13:41:00,,,,,
76,3,3.45,1.24,1.29,0.92,0,1,,,49290,13:41:30,,,,,
76,1,2.64,0.91,0.90,0.83,0,1,,,49320,13:42:00,,,,,
77,3,2.97,1.17,0.88,0.92,0,1,,,49350,13:42:30,,,,,
76,4,3.09,1.13,0.92,1.04,0,1,,,49380,13:43:00,,,,,
76,1,2.90,0.84,1.23,0.82,0,1,,,49410,13:43:30,,,,,
76,2,2.86,0.87,0.85,1.14,0,1,,,49440,13:44:00,,,,,
77,0,3.50,1.24,1.28,0.97,0,1,,,49470,13:44:30,,,,,
78,3,2.94,1.07,0.91,0.97,0,1,,,49500,13:45:00,,,,,
79,0,3.26,1.18,1.01,1.07,0,1,,,49530,13:45:30,,,,,
80,5,3.65,1.31,0.99,1.34,0,1,,,49560,13:46:00,,,,,
80,0,3.35,1.21,1.25,0.89,0,1,,,49590,13:46:30,,,,,
81,3,2.93,1.12,0.91,0.90,0,1,,,49620,13:47:00,,,,,
81,0,3.34,1.23,0.92,1.19,0,1,,,49650,13:47:30,,,,,
81,3,3.31,1.42,1.01,0.89,0,1,,,49680,13:48:00,,,,,
80,5,3.76,1.19,1.38,1.20,0,1,,,49710,13:48:30,,,,,
81,3,3.29,1.01,1.30,0.98,0,1,,,49740,13:49:00,,,,,
82,5,3.39,1.37,1.03,0.99,0,1,,,49770,13:49:30,,,,,
83,3,3.76,1.08,1.45,1.23,0,1,,,49800,13:50:00,,,,,
82,1,3.27,1.16,1.08,1.03,0,1,,,49830,13:50:30,,,,,
82,2,3.07,0.94,1.21,0.93,0,1,,,49860,13:51:00,,,,,
81,0,3.48,1.09,1.19,1.19,0,1,,,49890,13:51:30,,,,,
80,3,3.12,1.10,1.11,0.91,0,1,,,49920,13:52:00,,,,,
80,1,3.06,0.90,0.91,1.25,0,1,,,49950,13:52:30,,,,,
80,2,3.63,1.12,1.27,1.24,0,1,,,49980,13:53:00,,,,,
79,5,3.66,1.18,1.34,1.13,0,1,,,50010,13:53:30,,,,,
78,1,2.98,0.83,1.04,1.12,0,1,,,50040,13:54:00,,,,,
79,4,3.42,0.91,1.28,1.23,0,1,,,50070,13:54:30,,,,,
80,4,3.68,1.43,1.02,1.23,0,1,,,50100,13:55:00,,,,,
81,5,3.82,1.11,1.37,1.34,0,1,,,50130,13:55:30,,,,,
82,2,3.22,0.96,0.91,1.34,0,1,,,50160,13:56:00,,,,,
82,3,3.22,1.00,1.20,1.02,0,1,,,50190,13:56:30,,,,,
82,1,2.72,0.88,0.93,0.92,0,1,,,50220,13:57:00,,,,,
82,5,4.05,1.39,1.16,1.50,0,1,,,50250,13:57:30,,,,,
82,3,3.74,1.47,1.20,1.06,0,1,,,50280,13:58:00,,,,,
82,5,3.69,1.06,1.38,1.24,0,1,,,50310,13:58:30,,,,,
82,2,3.83,1.42,1.23,1.18,0,1,,,50340,13:59:00,,,,,
82,1,3.12,1.13,0.96,1.03,0,1,,,50370,13:59:30,,,,,
82,0,3.19,0.91,1.04,1.24,0,1,,,50400,14:00:00,,,,,
83,0,2.81,0.97,1.00,0.85,0,1,,,50430,14:00:30,,,,,
84,4,3.36,0.99,1.33,1.04,0,1,,,50460,14:01:00,,,,,
85,4,3.60,1.11,1.41,1.08,0,1,,,50490,14:01:30,,,,,
85,0,2.72,0.85,0.89,0.99,0,1,,,50520,14:02:00,,,,,
86,5,4.21,1.57,1.12,1.52,0,1,,,50550,14:02:30,,,,,
86,2,3.39,0.99,1.22,1.19,0,1,,,50580,14:03:00,,,,,
87,2,3.39,1.13,1.23,1.03,0,1,,,50610,14:03:30,,,,,
88,2,3.28,1.10,1.03,1.15,0,1,,,50640,14:04:00,,,,,
89,2,3.31,1.06,1.16,1.09,0,1,,,50670,14:04:30,,,,,
89,4,4.42,1.56,1.41,1.45,0,1,,,50700,14:05:00,,,,,
88,2,3.47,0.96,1.25,1.27,0,1,,,50730,14:05:30,,,,,
87,5,3.74,1.00,1.12,1.62,0,1,,,50760,14:06:00,,,,,
87,3,3.55,1.07,1.49,1.00,0,1,,,50790,14:06:30,,,,,
87,5,3.64,1.39,1.12,1.12,0,1,,,50820,14:07:00,,,,,
88,0,3.60,1.40,1.26,0.95,0,1,,,50850,14:07:30,,,,,
89,0,3.13,1.29,0.93,0.91,0,1,,,50880,14:08:00,,,,,
88,5,3.55,1.04,1.19,1.31,0,1,,,50910,14:08:30,,,,,
87,4,3.50,1.37,1.10,1.03,0,1,,,50940,14:09:00,,,,,
88,5,3.90,1.25,1.48,1.17,0,1,,,50970,14:09:30,,,,,
88,1,3.15,0.96,1.28,0.91,0,1,,,51000,14:10:00,,,,,
87,2,3.43,0.93,1.25,1.25,0,1,,,51030,14:10:30,,,,,
87,5,3.67,1.53,1.04,1.10,0,1,,,51060,14:11:00,,,,,
87,5,3.83,1.30,1.41,1.11,0,1,,,51090,14:11:30,,,,,
86,0,3.37,0.99,1.26,1.12,0,1,,,51120,14:12:00,,,,,
86,1,3.61,1.40,1.00,1.20,0,1,,,51150,14:12:30,,,,,
86,3,3.91,0.95,1.53,1.43,0,1,,,51180,14:13:00,,,,,
87,4,3.64,1.31,1.21,1.12,0,1,,,51210,14:13:30,,,,,
88,0,3.06,0.94,1.00,1.13,0,1,,,51240,14:14:00,,,,,
88,2,3.36,1.00,1.20,1.16,0,1,,,51270,14:14:30,,,,,
88,0,3.54,0.96,1.21,1.38,0,1,,,51300,14:15:00,,,,,
87,0,3.44,1.12,1.26,1.06,0,1,,,51330,14:15:30,,,,,
86,1,2.92,1.07,0.94,0.92,0,1,,,51360,14:16:00,,,,,
85,4,3.79,0.97,1.54,1.29,0,1,,,51390,14:16:30,,,,,
85,4,3.52,1.06,1.13,1.33,0,1,,,51420,14:17:00,,,,,
85,0,3.15,1.27,1.02,0.86,0,1,,,51450,14:17:30,,,,,
85,5,4.38,1.56,1.38,1.44,0,1,,,51480,14:18:00,,,,,
85,3,3.29,0.99,1.15,1.14,0,1,,,51510,14:18:30,,,,,
86,0,2.93,0.98,1.00,0.96,0,1,,,51540,14:19:00,,,,,
85,1,3.42,1.16,1.19,1.08,0,1,,,51570,14:19:30,,,,,
86,0,3.61,1.28,1.30,1.02,0,1,,,51600,14:20:00,,,,,
85,3,3.11,1.00,0.97,1.14,0,1,,,51630,14:20:30,,,,,
85,3,3.35,1.03,1.12,1.19,0,1,,,51660,14:21:00,,,,,
86,4,3.93,1.36,1.05,1.52,0,1,,,51690,14:21:30,,,,,
86,5,3.94,1.14,1.36,1.44,0,1,,,51720,14:22:00,,,,,
87,4,4.12,1.51,1.56,1.05,0,1,,,51750,14:22:30,,,,,
86,3,3.49,0.97,1.24,1.29,0,1,,,51780,14:23:00,,,,,
86,1,3.63,1.22,1.45,0.97,0,1,,,51810,14:23:30,,,,,
86,3,3.87,1.44,1.12,1.31,0,1,,,51840,14:24:00,,,,,
85,2,3.56,1.39,0.96,1.20,0,1,,,51870,14:24:30,,,,,
86,0,2.99,1.08,0.95,0.97,0,1,,,51900,14:25:00,,,,,
86,0,3.23,1.21,1.12,0.91,0,1,,,51930,14:25:30,,,,,
87,1,3.24,1.04,1.19,1.01,0,1,,,51960,14:26:00,,,,,
